query,rewritten,source,noisy_query
"Who are the master distiller, master blender, and master cooper responsible for the production of Redbreast whiskies?","Who are the master distiller, master blender, and master cooper (craftspeople, artisans) responsible for the creation (production, manufacturing) of Redbreast whiskey (whisky, spirits)?",,"Who are the master distiller, master blender, and master cooper responsible for the production of Redbreasr whiskies?"
where are the bloods from east or west,"Where do the ancestors (roots, origins) of people from Eastern or Western Europe come from?",natural_questions,here are the bloodd from east or west
amount of turmeric per day,"What is the recommended daily intake (dosage, quantity) of turmeric (curcumin, Curcuma longa)?",ms_marco,amount of turmeeuc per day
how long do i charge a car battery before it is fully charged,"What is the recommended charging time (duration, period) for a car battery to reach full capacity (complete charge, 100% charge)?",ms_marco,how long do i charge a car battery before it is fully charged
how did the great depression affect the italian economy,"What were the impacts (effects, consequences) of the Great Depression on the Italian economy (financial system, economic sector)?",natural_questions,how did the great depression affect the italian economy
what is mosh,"What is Mosh (mobile shell, remote terminal) and how does it work?",ms_marco,ha i moh
what is a grazer,"What is a grazer (browser, herbivore), and what are its characteristics (traits, features) in ecology (environmental science, biology)?",ms_marco,what is a grazer
when did the vikings make the super bowl,"When did the Vikings (Minnesota Vikings, NFL team) make it to the Super Bowl (championship game, NFL finals)?",natural_questions,when dd the viking smake the sipwr bowl
who played ross's girlfriend mona on friends,"Who played the role of Ross's girlfriend Mona (love interest, romantic partner) on the TV show Friends?",,who played eoss's girlfriend mpnq on friends
how long to sanitize with boiling water,"What is the recommended duration for sanitizing (disinfecting, sterilizing) with boiling water?",ms_marco,how long to sanitize with boiling water
how long does a junco stay in the nest,"What is the average duration (length, period) a Dark-eyed Junco chick remains in its nest (habitat, breeding site)?",ms_marco,how long does ajunco stay in thenest
cost to set up a care home,"What is the expense (cost, expenditure) of establishing (setting up, launching) a care home (nursing home, assisted living facility)?",ms_marco,cost to set up a care home
do i need a visa for indonesia,"Do I require a travel visa (permit, authorization) to enter Indonesia?",ms_marco,so i beed a visa dor nidonesia
when was the fast and the furious made,"What is the release date of The Fast and the Furious (film series, franchise)?",natural_questions,when was the fast and the furious made
leak in skylight of rv how to fix,"How to repair (fix, mend) a leak (crack, gap) in the skylight (roof window, sunroof) of a recreational vehicle (RV, camper, motorhome)?",ms_marco,leak in skylight of rv how to fiz
What are the age groups for boys and girls to participate in the Mini Club?,"What are the eligible age ranges (categories, brackets) for male and female children to join the Mini Club?",,What are the age groups for boys and girls to participate in the Mini Club?
What are the two main projects the author was interested in doing with Zotero related to the Corinthia?,"What are the two primary initiatives (projects, undertakings) the author was interested in pursuing with Zotero related to the Corinthia expedition (research, archaeological dig)?",,What are the two main projects the author was interested in doing with Zotero related to the Corinthia?
who plays jimmy on the secret life of the american teenager,"Who plays the role (portrays, acts as) of Jimmy (James) on the television show ""The Secret Life of the American Teenager""?",natural_questions,who plays jimmy on the secret life of the american teenager
what is the origin of judaism,"What are the roots (origins, beginnings) of Judaism (Jewish faith, Hebrew religion)?",ms_marco,what is the origin of judaism
what does the mad hatter's hat say,"What does the Mad Hatter's top hat (headpiece, chapeau) signify (say, represent) in Lewis Carroll's Alice's Adventures in Wonderland?",natural_questions,what does the mad hatter's hat say
What is the process to rebuild X for older releases according to the context?,"What is the procedure (method, approach) to recompile (rebuild, remake) X for legacy (older, outdated) versions in a specific context (environment, situation)?",,What is the process to rebuild X for older releases according to the context?
Who was crowned King of Drak-Modan after Nathan II's abdication?,"Who succeeded (followed, replaced) Nathan II as the ruler (monarch, sovereign) of Drak-Modan after his abdication (resignation, relinquishment)?",,Who was crowned King of Drak-Modan after Nathan II's abdication?
when was the cotton gin created,"When was the cotton gin (cotton engine, gin machine) invented (created, developed, built)?",ms_marco,when ws the cotton gon created
is cibolo creek flooded,"Is Cibolo Creek experiencing (undergoing, suffering from) flooding (inundation, overflow)?",ms_marco,is cibolo creek flooded
what is the meaning of half brother or sister,"What is the definition of half sibling (step sibling, half-brother, half-sister)?",natural_questions,what is the meaning of half brother or sister
do bio ethanol fires work,"How do bioethanol (biomass, eco-friendly) fires (heaters, stoves) function (operate, work)?",ms_marco,do bio ethanol firrs work
what does it mean to be exiled from your country,"What does it mean to be banished (exiled, deported) or forced to flee from your homeland (native country, nation of origin)?",natural_questions,what does it mean to be exiled from your country
What is the focus of the Shamsa bint Mohammed Al Nahyan Fellowship in early childhood development (ECD) program?,"What is the primary objective (focus, emphasis) of the Shamsa bint Mohammed Al Nahyan Fellowship in early childhood development (ECD, preschool, nursery) education program?",,What is the focus of the Shamsa bint Mohammed Al Nahyan Fellowship in early childhood development (ECD) program?
